id,category,name,desc,alias,waste,kcal,kcal_adj,water,protein,fat,satfat,carb,fiber,sugar,sodium,vitA,vitC,potassium,calcium,magnesium,iron,zinc
B0420101,澱粉類,甘藷粉,前處理描述:混合均勻,"甘薯粉,蕃薯粉,甜薯粉,地瓜粉",,357.5595,356.4607,12.8595,1.0215,0.1509,,85.5103,0.5183,0.0,19.063,,0.012,43.899,49.009,3.3375,1.4215,0.06
B0450101,澱粉類,油炸脫水甘藷,前處理描述:混合均勻打碎,,,524.9,474.88,3.6,2.27,30.1,,61.23,25.01,,305.0,,0.0627,790.0,158.0,42.0,1.58,0.35
B0500101,澱粉類,芋頭,"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","芋頭,芋艿,芋乃,芋仔,青芋,土芝",13.2,127.75,122.8528,68.9,2.5,1.1,,26.4,2.31,,5.0,,0.079,500.0,28.0,29.0,0.9,2.21
B0500201,澱粉類,小芋頭(山芋),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","芋頭,芋艿,芋乃,芋仔,青芋,土芝",15.5,112.9382,106.7196,72.545,2.2897,1.2044,0.4475,22.7924,2.9333,1.76,5.4676,,0.0943,566.9038,22.2,28.2326,1.1153,1.9259
B0500301,澱粉類,檳榔心芋,"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","芋頭,芋艿,芋乃,芋仔,青芋,土芝",11.6,121.0231,115.3805,69.53,1.298,0.035,,28.0716,2.6616,,2.3448,,0.0,384.7944,28.0775,23.5118,0.5759,2.4848
B0500302,澱粉類,檳榔心芋(2021年取樣),"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","芋頭,芋艿,芋乃,芋仔,青芋,土芝",18.7,106.611,102.9802,73.131,1.139,0.0,0.0,24.7955,1.7126,1.641,0.0,0.2918,0.0,326.32,19.71,29.31,0.46,1.27
B0500401,澱粉類,冷凍芋頭塊,"樣品狀態:生,冷凍產品; 前處理描述:混合均勻打碎",,,147.181,135.097,65.3,2.2,4.3,,24.9,5.7,,15.0,,0.0726,490.0,38.0,33.0,1.55,1.96
B0520101,澱粉類,芋頭粉,"樣品狀態:香芋,乳糖等; 前處理描述:混合均勻",,,333.1607,314.9299,16.092,0.102,0.0475,0.0,83.0813,9.1154,73.477,34.347,,0.052,5.231,9.3512,2.6156,0.0,0.128
B0600101,澱粉類,豆薯,"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","刈薯,涼薯,葛薯,沙葛,地瓜,三角薯",6.9,31.4353,28.7747,92.0613,0.728,0.0616,0.0,6.8139,1.255,4.0227,4.0819,,0.0197,107.8965,12.1706,6.329,0.1276,0.3256
B0700101,澱粉類,紅馬鈴薯(粉紅珍珠馬鈴薯),"樣品狀態:生,紅皮種; 前處理描述:去皮,混合均勻打碎","洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄",15.0,65.7781,62.9545,83.0005,1.64,0.0173,0.0,14.374,1.3319,2.3783,2.4604,,0.1975,492.0643,7.4713,21.182,0.5427,0.5102
B0700201,澱粉類,馬鈴薯,"樣品狀態:生,黃皮種; 前處理描述:去皮,混合均勻打碎","洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄",9.8,76.9397,74.2473,80.5455,2.5825,0.2161,,15.7848,1.27,,3.0648,,0.149,385.8122,3.7056,20.349,0.5571,1.0521
B0700202,澱粉類,馬鈴薯(2022年取樣),"樣品狀態:生,黃皮種; 前處理描述:去皮,混合均勻打碎","洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄",11.8,70.3922,67.8853,81.94,2.276,0.0,0.0,14.9255,1.1825,0.414,1.93,0.1432,0.0,431.26,9.71,25.21,0.64,0.42
B0700301,澱粉類,小馬鈴薯(珍珠馬鈴薯),"樣品狀態:生,黃皮種; 前處理描述:去皮,混合均勻打碎","洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄",15.0,59.4809,56.992,84.593,1.748,0.0,0.0,12.7782,1.174,2.8298,7.092,,0.13,424.459,3.8844,21.4848,0.0,0.317
B0720101,澱粉類,馬鈴薯粉,前處理描述:混合均勻,太白粉,,346.1938,345.7698,15.8,0.09,0.07,,83.8,0.2,,7.5,,0.0,48.03,39.17,5.75,0.29,0.133
B0800101,澱粉類,荸薺,"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","水栗,地栗,馬蹄,馬薯,烏芋,水燈心草,海蔥仔,水蔥仔",,67.1952,62.7737,82.606,1.703,0.0989,,14.4924,2.0856,,21.2331,,0.138,460.5004,3.205,9.7175,0.4845,0.3592
B0820101,澱粉類,荸薺粉,前處理描述:混合均勻,"水栗粉,地栗粉,馬蹄粉,馬薯粉,烏芋粉,水燈心草粉,海蔥仔粉,水蔥仔粉",,364.8579,363.7621,11.226,0.384,0.2065,0.0,87.7738,0.5169,0.0,3.829,,0.033,42.069,11.2463,4.625,1.506,0.285
B0900101,澱粉類,蓮藕,"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","蓮根,藕,芙蕖,荷花藕",21.1,65.1526,58.1861,83.398,2.0293,0.1893,0.089,13.5033,3.2861,3.1835,15.6451,,0.0623,326.9267,23.9187,13.7826,0.5413,0.3245
B0900201,澱粉類,熟蓮藕,"樣品狀態:熟(已去皮); 前處理描述:浸泡水中,去藕節,混合均勻打碎","蓮根,藕,芙蕖,荷花藕",18.0,50.2206,47.2195,87.323,1.088,0.0542,,11.0468,1.4156,,28.5148,,0.097,182.8478,13.42,7.5061,0.3953,0.4928
B0900202,澱粉類,熟蓮藕切片(水煮),"樣品狀態:熟(蓮藕,檸檬酸等); 前處理描述:混合均勻打碎","蓮根,藕,芙蕖,荷花藕",,73.2139,65.9022,82.021,0.772,0.048,0.0138,16.9402,3.4489,0.0,77.431,,0.0,1.154,19.998,2.256,0.197,0.0
B0920101,澱粉類,蓮藕粉,"樣品狀態:蓮藕,馬鈴薯澱粉等; 前處理描述:混合均勻",,,364.8407,364.1559,11.34,0.12,0.05,,88.3381,0.323,,4.71,,0.0,32.35,43.51,7.92,0.76,0.079
B1000101,澱粉類,菱角(生),"樣品狀態:生; 前處理描述:去殼,混合均勻打碎","菱,芰,龍角,羊家,紅菱",,76.3995,72.3715,81.0,1.9,0.33,,16.07,1.9,,21.0,,0.068,250.0,19.0,34.0,5.9,0.5
B1000201,澱粉類,菱角仁(生),樣品狀態:生; 前處理描述:混合均勻打碎,,,118.0451,113.4768,69.756,4.141,0.3171,0.0959,24.0776,2.1549,1.32,14.651,,0.208,396.28,22.603,51.694,1.087,0.832
B1000301,澱粉類,菱角(熟),"樣品狀態:熟; 前處理描述:去殼,混合均勻打碎","菱,芰,龍角,羊家,紅菱",54.0,146.2443,139.8269,63.39,4.218,0.25,,30.9853,3.0271,,16.05,,0.244,426.09,10.83,33.09,1.31,1.34
B9900201,澱粉類,蒟蒻粉,"樣品狀態:蒟蒻抽出物,海藻抽出物,葡萄糖,檸檬酸鉀等; 前處理描述:混合均勻",,,351.3836,336.645,9.296,0.184,0.1888,0.0,87.2371,7.3693,82.955,13.366,,0.044,1806.594,291.3956,6.6759,0.576,0.281
C0105101,堅果及種子類,甘扁桃仁片(生),樣品狀態:生; 前處理描述:混合均勻打碎,杏仁片(生),,563.8544,550.4163,4.963,27.257,47.8116,3.7499,16.9753,6.4918,3.582,20.058,,0.142,625.881,272.7235,293.8373,3.134,3.36
C0110101,堅果及種子類,甘扁桃仁片(熟),樣品狀態:熟; 前處理描述:混合均勻打碎,杏仁片(熟),,617.8689,588.1443,2.987,23.443,56.8882,2.6533,14.8323,14.3597,0.0,73.271,,0.009,,262.374,195.021,3.583,5.023
C0110201,堅果及種子類,甘扁桃仁(熟),樣品狀態:熟; 前處理描述:混合均勻打碎,杏仁果(熟),,587.8776,567.5262,1.871,21.946,49.8409,4.2325,23.2326,9.8316,4.256,0.998,,0.179,728.083,252.794,274.535,3.63,2.957
C0205101,堅果及種子類,松子仁(生),樣品狀態:生; 前處理描述:混合均勻打碎,,,677.7577,669.055,1.871,16.6155,69.5262,5.8509,9.3778,4.2042,3.615,3.5415,,0.1686,640.8065,14.9621,269.9958,5.258,6.633
C0210101,堅果及種子類,原味松子仁,樣品狀態:熟; 前處理描述:混合均勻打碎,,,680.4281,668.0776,0.965,14.462,68.9571,6.8081,13.0403,5.9664,2.689,0.777,,0.155,671.087,13.498,267.453,5.331,6.631
C0310101,堅果及種子類,原味夏威夷豆,樣品狀態:熟; 前處理描述:混合均勻打碎,夏威夷火山豆,,699.8346,686.8625,1.183,7.478,71.6416,12.2278,18.2422,6.2667,4.836,1.44,,0.168,443.657,57.827,126.628,1.979,1.373
C0405101,堅果及種子類,生核桃,樣品狀態:生; 前處理描述:混合均勻打碎,,58.5,667.4064,654.6403,3.6663,15.388,67.9249,6.1122,11.1741,6.1672,1.777,4.5317,,0.3677,453.1837,98.6429,172.8751,2.6923,2.971
C0500101,堅果及種子類,栗子(生),"樣品狀態:生; 前處理描述:去殼,混合均勻打碎",,20.2,186.0041,173.0045,53.41,3.53,0.56,0.1028,41.54,6.28,,1.58,,0.8318,452.78,23.88,50.2,1.06,0.72
C0500202,堅果及種子類,栗子仁(生),樣品狀態:生; 前處理描述:混合均勻打碎,,,176.4781,158.4826,55.852,3.686,0.7452,0.1429,38.6856,8.6935,8.08,2.315,,0.375,462.969,24.678,59.787,1.074,0.694
C0710101,堅果及種子類,開心果,"樣品狀態:熟; 前處理描述:去殼,混合均勻打碎",,49.6,600.755,572.6833,1.132,22.381,52.7376,5.8468,20.0686,13.5612,6.216,462.3223,,1.2015,987.728,106.5164,109.9217,3.3087,2.7057
C0805101,堅果及種子類,腰果(生),樣品狀態:生; 前處理描述:混合均勻打碎,,,568.1358,560.6687,3.315,18.3335,45.5279,9.9121,30.3317,3.6073,7.157,11.2645,,0.3857,646.819,44.6419,252.793,6.605,5.8595
C0810101,堅果及種子類,原味腰果,樣品狀態:熟; 前處理描述:混合均勻打碎,,,566.0303,555.7807,2.226,16.376,43.7356,10.2735,35.1692,4.9515,6.519,9.972,,0.187,732.804,39.796,289.806,5.73,5.575
C0905101,堅果及種子類,原味榛果,樣品狀態:熟; 前處理描述:混合均勻打碎,,,671.6361,655.1045,1.077,12.997,66.4911,5.7428,17.2005,7.9863,2.452,0.976,,0.636,637.915,182.024,180.615,3.802,2.307
C1005101,堅果及種子類,山粉圓,樣品狀態:生; 前處理描述:混合均勻磨碎,,,399.6244,279.7952,8.71,16.333,12.75,1.3429,58.0421,57.8885,,4.9,,0.4114,528.16,1072.91,118.748,10.05,2.79
C1305101,堅果及種子類,亞麻仁籽,樣品狀態:生; 前處理描述:混合均勻磨碎,,,524.2401,476.3326,7.593,20.83,40.328,4.3014,28.1117,23.1437,1.311,46.381,,0.599,629.497,253.014,313.337,6.677,4.054
C1320101,堅果及種子類,亞麻仁籽粉,前處理描述:混合均勻,,,557.0958,506.429,2.8565,21.7325,43.6424,3.923,28.5988,24.4767,0.988,15.88,2.0261,0.276,797.77,327.51,377.41,6.71,5.33
C1410101,堅果及種子類,咖啡豆(曼特寧),樣品狀態:熟(純曼特寧咖啡豆烘焙而成); 前處理描述:混合均勻打碎,,,437.4317,337.223,2.13,13.86,14.87,6.8236,65.08,48.41,,2.3,,1.0835,1094.77,106.4,209.21,4.25,1.014
C1505101,堅果及種子類,奇亞子,樣品狀態:生; 前處理描述:混合均勻打碎,,,483.3174,421.7359,7.237,21.6785,31.8405,3.3464,34.7882,29.7495,0.384,0.475,7.2731,0.169,880.616,830.925,377.828,6.589,6.974
C1605101,堅果及種子類,白芝麻(生),樣品狀態:生; 前處理描述:混合均勻打碎,,,598.038,576.2906,4.721,22.2645,54.9223,8.2153,15.0075,10.506,0.9867,38.8005,,0.6991,461.2175,63.937,377.61,6.8405,3.7435
C1605102,堅果及種子類,黑芝麻(生),樣品狀態:生; 前處理描述:混合均勻打碎,,,550.9268,518.8619,6.0375,22.1585,48.0768,7.6257,17.6005,15.4903,0.7315,2.402,,0.7122,469.9955,1354.3285,298.825,,3.7985
C1610101,堅果及種子類,白芝麻(熟),樣品狀態:熟(烤); 前處理描述:混合均勻打碎,,,625.6099,603.422,1.8885,20.2885,58.6937,9.5084,15.7107,10.7188,0.54,24.4545,,0.6095,505.753,76.1449,414.8616,6.3425,7.2625
C1610102,堅果及種子類,白芝麻(熟)2022年取樣),樣品狀態:熟(烤); 前處理描述:混合均勻打碎,,0.0,600.6946,579.8331,1.42,21.734,52.4471,8.3637,21.2028,10.078,0.944,18.27,1.3714,0.58,492.65,318.46,367.18,7.38,7.16
C1610201,堅果及種子類,黑芝麻(熟),樣品狀態:熟(烤); 前處理描述:混合均勻打碎,,,599.4997,570.5749,1.538,17.26,54.4333,8.3816,20.639,13.9733,0.1535,1.9235,,0.4875,526.0555,1478.6258,385.6215,10.307,5.379
C1610202,堅果及種子類,黑芝麻(熟)(2022年取樣),樣品狀態:熟(烤); 前處理描述:混合均勻打碎,,0.0,591.1492,560.8082,1.04,20.689,51.7701,8.2617,21.1407,14.6575,0.614,0.84,2.0546,0.51,538.55,1250.58,385.12,8.97,6.22
C1620101,堅果及種子類,黑芝麻粉,前處理描述:混合均勻,,,601.276,575.861,2.222,15.719,55.2097,8.2344,20.7926,12.2778,0.0,2.671,,0.5603,471.1075,1449.2128,356.5853,8.575,5.668
C1700101,堅果及種子類,帶殼花生(生),"樣品狀態:生; 前處理描述:去殼,含膜,混合均勻打碎","土豆,長生果,落花生",36.6,330.7629,314.0174,43.702,15.289,27.2359,7.2807,12.2225,8.0896,1.7055,0.908,,0.368,473.127,42.51,130.276,1.99,2.392
C1700201,堅果及種子類,冷凍帶殼花生(熟),"樣品狀態:熟,冷凍包裝; 前處理描述:去殼,含膜,混合均勻打碎","土豆,長生果,落花生",36.2,343.5417,343.5417,40.0,17.153,27.444,5.6274,13.3451,,,363.0284,,0.9872,247.4162,51.9296,174.7565,1.4491,2.4035
C1700301,堅果及種子類,黑金剛花生(生),"樣品狀態:生,黑仁花生; 前處理描述:去殼,混合均勻打碎","花生,土豆,長壽果",33.8,553.0609,538.438,6.43,27.632,46.5733,9.1013,16.5502,7.0642,4.731,22.59,0.7761,0.36,748.04,69.89,278.44,2.78,3.65
C1705101,堅果及種子類,帶膜花生仁(生)(1995年之前取樣),"樣品狀態:生,帶膜; 前處理描述:混合均勻打碎","土豆,長生果,落花生",,505.8875,477.9512,9.885,28.785,38.5,8.0894,20.5795,13.4958,,31.59,,0.2266,933.215,35.945,221.2555,3.46,3.35
C1705201,堅果及種子類,去膜花生仁(生),"樣品狀態:生,散裝; 前處理描述:混合均勻打碎","土豆,長生果,落花生",,557.6365,543.8724,4.21,28.8335,45.3639,10.0817,19.1372,6.6493,4.5271,1.8595,,0.499,660.45,49.7095,215.615,2.2255,3.896
C1705301,堅果及種子類,帶膜花生仁(生)(2004年取樣),"樣品狀態:生,帶膜; 前處理描述:混合均勻打碎","土豆,長生果,落花生",,516.4973,500.0584,7.5057,23.6283,38.1004,8.1798,28.4046,7.9415,4.4034,12.6617,,0.4527,671.2757,91.3213,217.0482,3.4677,4.7153
C1710101,堅果及種子類,紅土帶殼花生(熟),"樣品狀態:熟; 前處理描述:去殼,含膜,混合均勻打碎","土豆,長生果,落花生",42.9,555.0467,539.5012,1.4447,31.246,43.8941,9.1218,19.4667,7.5099,3.7545,644.7467,1.5058,0.6189,547.0627,81.037,253.9695,18.0397,4.1023
C1720101,堅果及種子類,花生粉,樣品狀態:散裝; 前處理描述:混合均勻,,,515.7649,505.543,1.8765,28.536,33.7658,,32.9546,4.9381,,10.9,,1.565,940.0,114.7,254.0,6.76,4.03
C1800101,堅果及種子類,芡實,樣品狀態:生; 前處理描述:混合均勻打碎,"雞頭米,雞頭",,342.5929,336.1279,14.1,9.944,0.14,0.0423,75.4092,3.1232,,0.0,,0.177,80.39,6.62,10.74,1.24,0.824
C2005101,堅果及種子類,愛玉子,"樣品狀態:生,天然野生; 前處理描述:混合均勻打碎","愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",,406.7013,299.8479,7.76,12.22,12.53,1.1857,63.74,51.62,,6.4,,2.8181,729.27,713.91,207.65,8.17,2.733
C2110101,堅果及種子類,原味葵瓜子(去殼),樣品狀態:熟; 前處理描述:混合均勻打碎,,,586.3687,569.112,3.959,21.981,51.8727,5.0576,18.6536,8.3366,3.032,1.326,,1.497,820.877,89.998,395.564,6.03,6.199
C2200101,堅果及種子類,銀杏果,"樣品狀態:熟(去芯銀杏果,鹽等); 前處理描述:混合均勻打碎","白果,銀杏核,公孫樹子,鴨腳樹子,靈眼",,142.0686,135.5167,64.9605,4.084,1.2345,0.1712,28.8856,3.1652,1.2938,13.98,,0.256,246.197,10.979,23.977,0.5375,0.2935
C2300101,堅果及種子類,蓮子,"樣品狀態:生(蓮子,蓮子心等); 前處理描述:混合均勻打碎",,,140.9132,124.4155,63.1547,9.277,0.5456,0.1647,25.591,7.9699,0.0,118.7367,,0.0718,304.761,69.3733,98.8733,5.069,1.2073
C2305101,堅果及種子類,蓮子(乾),樣品狀態:乾貨; 前處理描述:混合均勻打碎,,,333.8598,306.8153,11.9585,21.7775,1.2331,0.3999,60.9265,13.065,2.1795,304.607,,0.363,714.0275,128.9365,202.5755,2.1855,2.3845
D0100101,水果類,山竹,"前處理描述:去皮及籽,混合均勻打碎","鳳果,都捻子,倒稔子,羅漢果,莽吉柿,果中之后",63.4,69.4004,66.7733,80.843,0.5535,0.287,,18.094,1.6419,,3.1624,,0.089,81.7065,11.3094,19.888,0.128,0.233
D02001,水果類,木瓜平均值,"前處理描述:去皮及籽,混合均勻打碎","番木瓜,番瓜",24.9,38.1568,35.9575,89.0564,0.559,0.0736,,9.9063,1.3746,6.182,3.3746,,0.0941,186.123,22.5368,15.2554,0.2619,0.2151
D0200101,水果類,木瓜(2月取樣),"前處理描述:去皮及籽,混合均勻打碎","番木瓜,番瓜",20.1,31.152,28.6362,91.0385,0.693,0.1189,,7.7301,1.5724,6.182,2.0296,,0.0285,203.9921,15.6386,16.455,0.354,0.248
D0200102,水果類,木瓜(5月取樣),"前處理描述:去皮及籽,混合均勻打碎","番木瓜,番瓜",29.2,43.8347,41.4486,87.427,0.675,0.104,,11.3045,1.4913,,3.6739,,0.076,208.8241,39.364,15.5611,0.1287,0.1434
D0200103,水果類,木瓜(8月取樣),"前處理描述:去皮及籽,混合均勻打碎","番木瓜,番瓜",34.3,33.4413,31.2629,90.295,0.457,0.021,,8.8139,1.3615,,2.9287,,0.244,185.9294,22.0296,14.1106,0.1068,0.3105
D0200104,水果類,木瓜(11月取樣),"前處理描述:去皮及籽,混合均勻打碎","番木瓜,番瓜",20.7,44.199,42.4821,87.465,0.411,0.0505,,11.7765,1.0731,,4.8663,,0.028,145.7462,13.115,14.895,0.458,0.1584
D0200201,水果類,青木瓜,"前處理描述:去皮及籽,混合均勻打碎","青番木瓜,青番瓜",17.6,28.5757,24.7343,91.6581,0.6203,0.0691,,7.1981,2.4009,4.2576,5.2903,,0.0377,138.5683,30.9868,19.3675,0.1503,0.1231
D0300101,水果類,安石榴,"前處理描述:去皮及籽,混合均勻打碎","石榴, 榭榴, 謝榴, 樹榴",59.8,67.2198,59.8598,80.7,1.7,0.14,,16.76,4.6,,8.0,,,200.0,15.0,15.0,0.4,0.4
D0400101,水果類,百香果(台農一號),"前處理描述:去皮,混合均勻打碎","時計果,西番果",48.0,102.208,94.4084,73.89,1.998,2.24,0.2999,21.3183,4.8747,11.468,2.08,0.3091,0.27,272.72,8.42,23.12,0.7,1.27
D0430101,水果類,百香果汁,"前處理描述:取內容物,混合均勻打碎,再去除粗籽","時計果汁,西番果汁,西番蓮汁,美里瓜汁",57.7,72.9366,72.6329,79.577,0.871,0.3592,,18.6121,0.1898,,0.9742,,0.306,238.5358,5.0454,16.4254,0.5933,0.5838
D0500101,水果類,金黃奇異果,"樣品狀態:黃肉種; 前處理描述:去皮,混合均勻打碎","彌猴桃,猴桃,猴梨,藤梨,毛桃,羊桃,紅藤梨,金桃,楊桃",17.2,58.9366,56.6646,83.3445,0.8385,0.2661,0.0931,14.97,1.42,10.6077,2.0379,,0.2812,251.6121,21.6913,11.2012,0.216,0.2485
D0500201,水果類,奇異果,"樣品狀態:綠肉種; 前處理描述:去皮,混合均勻打碎","彌猴桃,猴桃,猴梨,藤梨,毛桃,羊桃,紅藤梨,金桃,楊桃",12.9,56.2826,51.8836,83.95,1.1497,0.2582,0.0525,13.9607,2.7494,9.315,2.9167,,0.1449,290.7544,27.6297,12.4225,0.2574,0.1991
D0600101,水果類,紅毛丹,"前處理描述:去皮及籽,混合均勻打碎","韶子,毛龍眼,毛荔枝",49.8,73.2833,70.8751,80.043,1.0315,0.657,,17.8662,1.5051,,8.1841,,0.1095,151.8635,15.7514,13.6756,0.5236,0.3673
D0700101,水果類,紅龍果(白肉),"樣品狀態:白肉種; 前處理描述:去皮,混合均勻打碎","火龍果,仙蜜果",22.6,51.4985,48.8113,85.6757,0.9307,0.4393,0.0491,12.4151,1.6795,8.931,0.0696,,0.047,226.1907,4.4116,28.2835,0.447,0.4175
D0700201,水果類,紅龍果(紅肉),"樣品狀態:紅肉種; 前處理描述:去皮,混合均勻打碎","火龍果,仙蜜果",18.9,50.05,48.0086,85.842,1.119,0.2498,0.0679,12.2776,1.2759,9.2187,0.272,,0.02,218.66,9.0255,23.7655,0.7875,0.538
D08001,水果類,北蕉平均值,"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",35.3,84.9833,82.3938,75.7204,1.451,0.0722,0.039,22.0845,1.6184,18.014,0.1778,,0.4369,367.5296,4.79,23.6236,0.389,0.4528
D0800101,水果類,北蕉(2月取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",34.5,93.2203,90.0821,73.448,1.324,0.0111,,24.633,1.9614,,0.1743,,0.438,356.9232,3.2604,17.9348,0.5407,0.7511
D0800102,水果類,北蕉(5月取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",38.1,91.7847,88.8546,73.8715,1.557,0.1666,0.0899,23.6552,1.8313,18.014,0.262,,0.4,346.4541,3.2482,26.4334,0.1748,0.1241
D0800103,水果類,北蕉(9月取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",30.5,64.6971,62.8062,81.375,1.33,0.039,,16.6394,1.1818,,0.1469,,0.3926,303.7861,9.6721,23.45,0.2131,0.5953
D0800104,水果類,北蕉(11月取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",35.5,90.231,87.8324,74.187,1.593,0.0719,,23.4102,1.4991,,0.128,,0.517,462.9549,2.9791,26.6762,0.6274,0.3407
D0800201,水果類,"北蕉(0天,綠皮)","樣品狀態:綠皮北蕉; 前處理描述:購買當日即去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",41.3,90.4728,87.3498,74.353,1.303,0.2554,0.0984,23.3214,1.9519,9.165,0.282,,0.451,362.774,3.557,28.313,0.366,0.261
D0800301,水果類,北蕉(1天),"樣品狀態:綠皮北蕉; 前處理描述:帶皮室溫存放1天,去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",36.7,87.1529,84.4012,75.38,1.432,0.2886,0.1237,22.2016,1.7198,13.019,0.301,,0.544,349.15,3.588,28.923,0.369,0.246
D0800401,水果類,北蕉(3天),"樣品狀態:黃皮北蕉; 前處理描述:帶皮室溫存放3天,去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",34.1,83.6957,80.9237,76.351,1.361,0.2992,0.1149,21.2829,1.7325,11.887,0.344,,0.557,320.866,3.86,26.668,0.337,2.659
D0800501,水果類,北蕉(7天),"樣品狀態:黃皮斑點北蕉; 前處理描述:帶皮室溫存放7天,去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉",35.0,67.8757,65.296,80.659,1.287,0.2485,0.0953,17.0754,1.6123,10.846,0.223,,0.541,302.686,4.934,25.356,0.33,2.246
D0800601,水果類,李林蕉(2007年取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉(牛角蕉,佛手蕉,美人蕉,樹蕉)",43.1,102.1755,97.9896,70.984,1.418,0.3465,0.151,26.253,2.6162,19.8249,0.0,,0.423,394.875,21.352,35.233,0.345,0.867
D0800602,水果類,李林蕉(2012年取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉(牛角蕉,佛手蕉,美人蕉,樹蕉)",39.7,110.6234,105.3784,68.321,1.474,0.087,,29.1507,3.2781,18.918,0.628,,0.271,386.367,16.631,58.305,0.449,0.264
D0800701,水果類,南華蕉,"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉(芭蕉)",28.1,124.085,119.4433,64.808,1.142,0.1,0.0,33.1697,2.9011,19.4063,0.231,,0.209,304.7935,6.9574,36.6735,0.15,0.312
D0800801,水果類,紅皮蕉(2004年取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉,蘋果蕉",36.3,92.9853,89.5648,73.384,1.287,0.2912,0.1251,23.951,2.1378,19.3878,0.316,,0.619,375.69,8.0563,34.2802,0.0,0.406
D0800802,水果類,紅皮蕉(2012年取樣),"前處理描述:去皮,混合均勻打碎","香蕉,芎蕉,弓蕉,甘蕉,蘋果蕉",35.7,97.7854,93.388,72.109,1.281,0.2216,0.1162,25.4518,2.7484,18.237,0.651,,0.352,371.087,9.991,44.589,0.377,0.145
