id,category,name,desc,alias,waste,kcal,kcal_adj,water,protein,fat,satfat,carb,fiber,sugar,sodium,vitA,vitC,potassium,calcium,magnesium,iron,zinc
J0403301,魚貝類,斑鰭飛魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","小烏,飛烏,花烏(澎湖)",40.2,94.486,94.486,76.52,21.98,0.07,0.0285,0.19,,,53.81,,0.309,429.01,12.13,35.54,0.68,0.667
J0403401,魚貝類,斑鱵,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","補網師,水針,莎優莉,簪針(澎湖),七星針(南部)",48.2,90.9765,90.9765,77.66,20.63,0.32,0.1442,0.3121,,,78.84,,0.5115,276.21,30.86,32.301,0.41,1.22
J0403501,魚貝類,鱷形叉尾鶴鱵,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","青旗,學仔,白天青旗,圓學(澎湖)",47.0,97.6895,97.6895,75.85,22.35,0.25,0.0876,0.15,,,63.5,,0.5445,457.0,303.5,36.0,0.55,1.25
J0403601,魚貝類,金鱗魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",,55.6,84.6607,84.6607,78.03,19.51,0.15,0.0594,1.26,,,60.89,,0.2495,336.84,6.55,30.62,0.49,0.78
J0403701,魚貝類,鱗馬鞭魚,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","馬鞭魚,馬戍,槍管,火管,剃仔,土管(臺東)",72.4,83.8395,83.8395,81.26,18.512,0.5314,0.2038,0.0,,0.034,120.609,,0.342,209.57,11.075,26.011,0.184,0.368
J0403801,魚貝類,黃鱔,"樣品狀態:生; 前處理描述:去頭及腸管內臟,混合均勻打碎","鱔魚,田鱔,田鰻,長魚,血魚,羅魚,無鱗公子",23.8,88.1099,88.1099,78.683,17.616,1.429,0.4429,0.9618,,0.0,54.763,,0.165,272.775,39.295,21.421,4.038,1.868
J0403901,魚貝類,石狗公,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","石頭魚,獅甕(澎湖),紅鱠仔",70.0,80.04,80.04,81.06,18.28,0.22,0.0254,0.0,,,67.3,,0.1284,330.38,25.88,29.7,0.24,0.36
J0404001,魚貝類,環紋簑鮋,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","龍鬚簑鮋,獅子魚,長獅,魔鬼,國公,石狗敢,虎魚,雞公,紅虎,火烘,石頭魚",66.0,79.47,79.47,80.8,18.4,0.1,0.0354,0.0,,,145.0,,0.159,324.0,13.0,37.0,0.2,0.4
J0404101,魚貝類,深海鱗角魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","深海角魚,雞角,角仔魚",77.5,80.0463,80.0463,80.95,17.69,0.5,0.1682,0.0,,,104.99,,0.3818,399.14,7.07,27.72,0.59,0.53
J0404201,魚貝類,尖嘴鱸(去皮),"樣品狀態:生(已去鱗及內臟); 前處理描述:去皮,去頭尾及骨刺,混合均勻打碎","金目鱸,盲槽,扁紅目鱸",46.8,98.2869,98.2869,76.908,20.571,1.1584,0.3379,0.1486,,,48.2306,,0.355,435.0482,11.6848,28.192,0.6767,0.4794
J0404301,魚貝類,尖嘴鱸(含皮),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","金目鱸,盲槽,扁紅目鱸",50.0,107.144,107.144,77.6,19.6,2.6,1.0429,0.0,,,51.0,,0.155,442.0,19.0,24.0,0.3,0.5
J04044,魚貝類,日本花鱸平均值,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","七星鱸,花鱸,青鱸,鱸魚,日本真鱸",60.2,97.9124,97.9124,76.6742,19.8504,1.458,0.4228,0.8831,,,61.5287,,0.1953,377.1414,16.5808,31.0227,0.3691,0.5947
J0404401,魚貝類,日本花鱸(2月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","七星鱸,花鱸,青鱸,鱸魚,日本真鱸",63.0,94.8013,94.8013,75.85,20.14,0.976,0.2658,1.9139,,,44.115,,0.24,349.852,13.666,33.095,0.4666,0.8754
J0404402,魚貝類,日本花鱸((3月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","七星鱸,花鱸,青鱸,鱸魚,日本真鱸",58.3,99.7437,99.7437,76.803,19.992,1.594,0.4547,0.5122,,,64.9345,,0.2286,366.3161,9.5524,25.7049,0.3212,0.5842
J0404403,魚貝類,日本花鱸((8月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","七星鱸,花鱸,青鱸,鱸魚,日本真鱸",63.0,95.3352,95.3352,76.858,18.968,1.59,0.4942,1.4975,,,56.924,,0.28,360.859,7.1658,28.7838,0.3697,0.4567
J0404404,魚貝類,日本花鱸((11月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","七星鱸,花鱸,青鱸,鱸魚,日本真鱸",60.0,99.1356,99.1356,76.99,20.534,1.27,0.3712,0.0894,,,63.74,,0.108,394.64,27.34,34.91,0.268,0.462
J0404405,魚貝類,日本花鱸((12月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","七星鱸,花鱸,青鱸,鱸魚,日本真鱸",56.5,100.5461,100.5461,76.87,19.618,1.86,0.5379,0.4023,,,77.93,,0.12,414.04,25.18,32.62,0.42,0.595
J0404501,魚貝類,日本花鱸(含皮),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","七星鱸,花鱸,青鱸,鱸魚,日本真鱸",50.4,111.1384,111.1384,75.8,19.2,3.2322,1.0537,0.7678,,0.0,55.0,,0.107,396.0,3.0,23.0,0.3,0.4
J0404601,魚貝類,白鱸,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",,63.0,76.481,76.481,79.8,17.7,0.1,0.035,1.0,,,55.0,,0.404,432.0,4.0,27.0,0.6,0.4
J0404701,魚貝類,條紋狼鱸,"樣品狀態:生,已去鱗及內臟; 前處理描述:去皮,去頭尾及骨刺,混合均勻打碎",,52.0,146.8154,146.8154,73.556,21.3585,6.1657,1.5854,0.0,,0.2493,68.6124,,0.216,295.0001,16.9232,23.5322,1.3374,0.8764
J0404801,魚貝類,鱖,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",,64.4,89.3019,89.3019,80.315,17.678,1.5318,0.5467,0.0,,0.0,46.565,,0.221,264.844,15.714,23.709,0.0,0.593
J0404901,魚貝類,白緣星鱠,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","闊嘴格仔,鱠,過魚,石斑,紅朱鱠(臺東),粉條(澎湖)",50.5,101.0135,101.0135,78.191,19.933,1.7627,0.823,0.0,,0.0,70.279,,0.125,369.703,13.094,27.243,0.151,0.349
J04050,魚貝類,青星九刺鮨平均值,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合不同部位","紅鱠(條/格),七星斑,紅格仔,過(鯌/髻/郭)魚,石斑,條舅,青星九棘鱸,仔石斑,夕鱠",62.0,93.5025,93.5025,77.971,20.927,0.4595,0.2062,0.0,,0.0,45.8065,,0.2155,471.1035,5.565,32.2355,0.15,0.355
J0405001,魚貝類,青星九刺鮨,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東)",62.0,83.313,83.313,78.8,19.3,0.1,0.038,0.5,,,47.0,,0.212,515.0,4.0,34.0,0.3,0.4
J0405002,魚貝類,青星九刺鮨魚片,樣品狀態:生; 前處理描述:混合均勻打碎,"紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東)",,103.6921,103.6921,77.142,22.554,0.8189,0.4236,0.0,,0.0,44.613,,0.219,427.207,7.13,30.471,0.0,0.31
J0405101,魚貝類,斑帶石斑魚,"樣品狀態:生,已去鱗及內臟; 前處理描述:去頭尾,骨刺及魚皮,混合均勻打碎","石斑,過魚,罔仔,竹節鱠,擬青石斑魚",63.5,90.4736,90.4736,79.567,20.181,0.4768,0.22,0.0,,0.0,90.984,,0.144,308.571,18.514,25.331,0.0,0.496
J0405102,魚貝類,龍虎石斑魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","龍虎斑,巴龍膽,珍珠龍膽,虎膽",63.0,121.7781,121.7781,73.289,20.573,3.7618,0.982,1.1661,0.0,0.119,68.94,0.0148,0.1515,430.41,24.153,31.75,0.0,0.63
J0405201,魚貝類,斑點九刺鮨(去皮),"樣品狀態:生,已去鱗片及內臟; 前處理描述:去皮,去頭尾及骨刺,混合均勻打碎","眼斑鱠,過魚,石斑,油鱠,青貓,黑鱠僅,黑鱠仔(澎湖)",59.4,81.6928,81.6928,78.871,18.801,0.1566,,0.9202,,0.0,156.803,,0.085,395.93,16.817,32.266,0.0,0.573
J0405301,魚貝類,斑點九刺鮨(含皮),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","眼斑鱠,過魚,石斑,油鱠,青貓,黑鱠僅,黑鱠仔(澎湖)",68.8,83.7875,83.7875,79.85,19.39,0.11,0.0597,0.0,,,58.97,,0.087,370.72,5.5,29.088,0.46,0.4
J0405401,魚貝類,棕點石斑魚,"樣品狀態:生,已去鱗片及內臟; 前處理描述:去皮,去頭尾及骨刺,混合均勻打碎","老虎斑,過魚",60.0,115.2697,115.2697,76.926,19.083,3.7456,1.4416,0.0,,0.0,78.821,,0.165,409.37,12.85,29.436,0.943,0.026
J0405501,魚貝類,鞍帶石斑魚片,樣品狀態:生; 前處理描述:混合均勻打碎,"龍膽石斑,過魚,槍頭石斑魚,倒吞鱟,鴛鴦鱠,龍躉(香港)",,155.3576,155.3576,71.365,19.112,8.1762,2.8506,0.2161,,0.0,118.325,,0.169,292.005,11.058,24.826,0.257,1.352
J0405601,魚貝類,駝背鱸,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","老鼠斑,鰵魚,烏丸稅,尖嘴鱠仔,觀音鱠,斟鰻鱠(澎湖)",59.0,82.699,82.699,80.1,18.1,0.6,0.2618,0.0,,,93.0,,0.098,375.0,24.0,30.0,0.2,0.6
J0405701,魚貝類,橫紋九刺鮨,"樣品狀態:生,已去鱗及內臟; 前處理描述:去皮,去頭尾及骨刺,混合均勻打碎","橫帶鱠,過魚,石斑,黑貓仔,黑絲貓,竹鱠仔,黑青貓仔(澎湖),烏絲(香港)",62.7,85.3076,85.3076,80.123,19.25,0.3448,0.1499,0.0,,0.0,80.918,,0.105,294.819,20.102,26.504,0.0,0.358
J0405801,魚貝類,大口黑鱸,"樣品狀態:生,已去鱗及內臟; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","黑鱸,加州鱸,淡水鱸",47.4,129.9823,129.9823,75.446,20.684,4.6188,1.1772,0.0,,,101.0996,,0.174,361.6961,16.8606,29.9099,1.2328,0.7621
J0405901,魚貝類,日本紅目大眼鯛,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,內臟及骨刺,混合均勻打碎","紅目鰱,嚴公仔,大目仔(臺東),紅目孔(澎湖),嚴公舅(澎湖)",60.0,97.222,97.222,79.3,19.6,1.5,0.498,0.0,,,63.0,,0.207,369.0,12.0,31.0,0.4,0.3
J0406001,魚貝類,血斑異大眼鯛,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","紅目鰱,嚴公仔",66.0,93.374,93.374,77.7,20.6,0.6,0.2436,0.0,,,119.0,,0.142,326.0,7.0,29.0,0.3,0.3
J0406101,魚貝類,多鱗沙鮻,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","沙腸仔,kiss 魚",46.0,90.246,90.246,78.2,18.6,1.2,0.4698,0.6,,,96.0,,0.112,291.0,54.0,33.0,0.3,0.6
J0406201,魚貝類,日本馬頭魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","馬頭,方頭魚,吧唄,紅尾,吧口弄,紅馬頭,紅甘鯛",59.9,85.071,85.071,79.56,18.74,0.56,0.2093,0.0,,,85.88,,0.073,393.85,9.27,30.89,0.34,0.45
J0406301,魚貝類,白馬頭魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","馬頭,方頭魚,馬頭,方頭魚,白馬頭,拉崙(澎湖),白甘鯛",68.0,91.004,91.004,78.4,19.2,1.0,0.4084,0.1,,,63.0,,0.132,431.0,9.0,34.0,0.3,0.4
J0406401,魚貝類,鬼頭刀魚片,樣品狀態:生; 前處理描述:混合均勻打碎,"鱰魚,萬魚,飛烏虎,鬼頭刀(臺東),鱰,萬引,扁頭刀(澎湖),九萬仔(澎湖)",,77.7927,77.7927,81.336,17.237,0.4646,0.1608,0.0378,,0.029,177.842,,0.327,126.898,13.004,24.949,0.711,0.393
J0406501,魚貝類,鬼頭刀,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","鱰魚,萬魚,飛烏虎,鬼頭刀(臺東),鱰,萬引,扁頭刀(澎湖),九萬仔(澎湖)",55.0,106.616,106.616,76.0,21.8,1.5,0.4713,0.0,,,55.0,,0.211,474.0,6.0,29.0,0.7,0.3
J0406601,魚貝類,海鱺,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖)",54.0,106.05,106.05,77.4,20.4,2.1,1.0681,0.0,,,131.0,,0.092,323.0,6.0,31.0,0.3,0.5
J0406602,魚貝類,海鱺魚片,"樣品狀態:生; 前處理描述:去皮及骨刺,混合均勻打碎","海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖)",34.8,264.0129,264.0129,61.153,19.317,20.1252,7.2429,0.0,,0.051,49.952,,0.453,376.797,6.587,26.744,0.0,0.371
J0406701,魚貝類,大口逆鈎鰺,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","七星仔,棘蔥仔,鬼平,龜濱,龜柄,油面仔(臺東),歸秉/龜秉/肥柄(澎湖)",53.0,103.008,103.008,75.5,21.8,1.1,0.4577,0.1,,,54.0,,0.433,596.0,2.0,35.0,0.8,0.4
J0406801,魚貝類,大甲鰺,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","鐵甲,扁甲,大目巴攏,大甲鰺",55.0,104.956,104.956,74.8,21.2,1.6,0.6584,0.4,,,90.0,,0.274,365.0,136.0,37.0,2.0,0.9
J0406901,魚貝類,日本竹筴魚,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","巴攏,竹莢魚,瓜仔魚,真鰺,巴蘭,瓜魚,巴弄/硬尾(澎湖),黑尾",51.6,116.3594,116.3594,74.497,23.01,2.0074,0.7125,0.0,,0.0,88.103,,0.687,388.443,72.868,46.486,1.429,0.533
J0407001,魚貝類,布氏鯧鰺(去皮),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","金槍,金鯧,紅杉,紅沙瓜仔,長鰭黃臘鰺,甘仔魚(臺東),紅紗(澎湖)",56.4,191.8116,191.8116,67.249,20.271,11.669,4.0077,0.0,,0.0,49.435,,0.445,324.946,21.088,25.413,0.603,1.197
J0407101,魚貝類,布氏鯧鰺(含皮),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","金槍,金鯧,紅杉,紅沙瓜仔,長鰭黃臘鰺,甘仔魚(臺東),紅紗(澎湖)",38.0,190.181,190.181,69.6,17.5,12.8,5.4835,0.0,,,36.0,,0.232,305.0,20.0,24.0,0.8,0.7
J0407201,魚貝類,杜氏鰤,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","紅甘,紅甘鰺,竹午,汕午,紅頭午",41.5,115.0281,115.0281,74.135,21.89,2.39,0.9234,0.23,,,40.94,,0.4611,451.865,7.0,33.605,0.785,0.53
J0407202,魚貝類,長鰭鰤魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎,","油甘,黃尾鰺,甘仔,扁午,扁甘,柴魽",55.7,114.4082,114.4082,71.09,22.763,1.908,0.9024,2.668,0.0,0.084,87.23,0.0221,0.3729,446.05,102.56,38.99,1.54,1.73
J0407301,魚貝類,范氏副葉鰺,"樣品狀態:生,已去鱗及內臟; 前處理描述:去皮,去頭尾,去骨刺,混合均勻打碎",甘仔魚,51.6,108.333,108.333,73.375,20.941,2.097,1.0235,2.0759,,0.0,61.731,,0.464,436.233,8.794,33.641,0.0,0.52
J0407401,魚貝類,泰勃圓鰺,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",硬尾,57.1,112.5619,112.5619,72.83,22.77,1.7,0.5592,1.36,,,61.64,,0.5945,385.12,5.34,31.35,2.89,0.77
J0407501,魚貝類,烏鯧,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","烏昌,三角昌,昌鼠魚,黑鯧,暗鯧,黑鰭,燕尾鯧",40.6,94.1662,94.1662,78.0,20.4,0.7825,0.3716,0.0,,0.055,114.0,,0.176,608.0,8.0,31.0,0.6,0.6
J0407601,魚貝類,無斑圓鰺,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","紅瓜魚,巴攏,紅扁鰺,赤尾仔(臺東),赤尾,馬尾冬,紅瓜鰺,紅尾巴弄(澎湖)",56.0,119.191,119.191,73.5,23.9,1.9,0.7463,0.0,,,130.0,,0.511,177.0,7.0,35.0,1.0,0.6
J0407701,魚貝類,藍圓鰺,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","硬尾,廣仔,甘廣,四破,巴攏,金鼓,吧弄,巴弄/孔仔(澎湖)",49.0,114.097,114.097,73.283,24.0125,1.282,0.5228,0.0,,0.804,57.2585,,0.4718,389.9985,11.502,36.3175,1.2975,0.961
J0407801,魚貝類,雙帶鰺,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","海草,拉侖,拉崙/柴魚/青甘(澎湖)",39.0,118.15,118.15,74.4,22.6,2.4,0.9792,0.0,,,43.0,,0.332,500.0,864.0,31.0,1.0,0.8
J0407901,魚貝類,眼眶魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","皮刀,眼眶魚,庖刀魚,皮鞋刀,菜刀魚,剃頭刀(澎湖)",57.0,112.6255,112.6255,75.55,20.25,2.9,1.2663,0.2,,,108.0,,0.2845,261.0,8.5,30.5,1.65,1.0
J0408001,魚貝類,斯氏長鰭烏魴,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","深海三角仔,黑飛刀,黑皮刀,三角仔(臺東),大鱗烏鯧(澎湖)",60.0,96.55,96.55,76.0,22.4,0.1,0.0323,0.0,,,40.0,,0.824,439.0,2.0,32.0,0.8,0.3
J0408101,魚貝類,史氏紅諧魚,"樣品狀態:生,已去鱗及內臟; 前處理描述:去皮,去頭尾,骨刺,混合均勻打碎","紅鰱魚,紅肉欉仔,紅嘴唇仔,紅唇仔,紅魚仔,白肉蒜,紅肉蒜",49.5,96.6845,96.6845,77.471,21.133,0.7147,0.2498,0.0,,0.0,74.605,,0.618,392.339,11.293,30.692,0.0,0.498
J0408201,魚貝類,希氏姬鯛,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","鎖吾,散午,紅魚仔,紅臭魚仔,紅臭魚(臺東),白肉蒜",52.3,90.9136,90.9136,77.04,21.08,0.1,0.0313,0.48,,,56.57,,0.391,433.37,3.37,31.05,2.01,0.42
J0408301,魚貝類,赤鰭笛鯛,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","紅雞仔,赤海雞,赤筆仔(臺東),赤筆,赤海,紅魚,紅鰭赤海/鐵汕婆(澎湖)",55.0,88.01,88.01,78.8,20.4,0.1,,0.0,,,91.0,,0.311,404.0,12.0,32.0,0.4,0.4
J0408401,魚貝類,孟加拉笛鯛,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","赤筆仔,黃雞母(澎湖)",65.4,87.2509,87.2509,78.7,19.842,0.28,0.116,0.038,,,62.44,,0.1964,344.75,29.93,223.11,1.01,0.5
J0408501,魚貝類,前鱗笛鯛,"樣品狀態:生,已去鱗及內臟; 前處理描述:去皮,去頭尾,去骨刺,混合均勻打碎",赤筆仔,50.9,101.2821,101.2821,74.915,21.997,0.8154,0.4309,0.9059,,0.0,60.374,,0.322,396.775,16.88,32.908,0.0,0.462
J0408601,魚貝類,馬拉巴笛鯛,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","赤海,赤筆仔",68.4,86.2967,86.2967,79.17,20.21,0.0,0.0,0.0,,,95.5,,0.631,436.08,5.3,32.21,0.72,0.44
J0408701,魚貝類,單斑笛鯛,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","點記,黑點仔,黃翅,赤筆仔,點誌仔,龍王(臺東)",59.0,105.527,105.527,76.8,20.7,1.9,0.8094,0.0,,,45.0,,0.338,416.0,4.0,33.0,0.5,0.4
J0408801,魚貝類,黃擬烏尾鮗,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","黃雞仔,包公雞,貢仔,黃腳佳仔,黃加甲(臺東),烏尾冬/青雞仔(澎湖)",58.7,80.3427,80.3427,79.57,18.71,0.05,0.0181,0.27,,,81.68,,0.1214,457.04,8.89,37.18,0.46,0.42
J0408901,魚貝類,葉唇笛鯛,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","厚唇仔,紅魚",64.1,118.11,118.11,77.073,19.944,3.6529,1.6671,0.0,,0.0,75.185,,0.17,302.259,90.915,29.707,0.217,0.509
J0409001,魚貝類,松鯛,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","打鐵婆,枯葉,石鯽,睡魚,庫羅黛,睏魚,海南洋仔,南洋鱸魚,海吳郭,流魚/柴魚/打鐵鱸(澎湖)",47.0,98.46,98.46,78.2,18.2,2.3,1.0095,0.1,,,76.0,,0.136,401.0,5.0,27.0,0.5,0.5
J0409101,魚貝類,三線磯鱸,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","三線雞魚,黃雞仔,雞仔魚,番仔加誌,黃公仔魚,黃雞魚,三爪仔,雞魚(澎湖),青筆",51.0,129.838,129.838,73.7,19.0,5.4,2.3279,0.6,,,58.0,,0.188,372.0,7.0,30.0,0.6,0.4
J0409201,魚貝類,星雞魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","雞仔魚,石鱸,厚鱸,頭額/金龍/刣額(澎湖)",60.0,98.5202,98.5202,76.703,20.58,1.18,0.5374,0.387,,,73.27,,0.3555,427.71,5.64,28.69,0.72,0.454
J0409301,魚貝類,密點少棘胡椒鯛,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","雞仔魚,加志,少棘石鱸,圭誌/烏嘉誌(澎湖)",61.0,94.089,94.089,78.4,19.5,1.2,0.5123,0.0,,,74.0,,1.302,426.0,4.0,28.0,0.4,0.5
J0409401,魚貝類,金線魚,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","金線鰱,黃線,紅杉",57.0,119.009,119.009,76.3,20.9,3.3,1.4517,0.0,,,103.0,,0.182,329.0,21.0,31.0,0.2,0.3
J0409501,魚貝類,青嘴龍占魚,"樣品狀態:生,已去鱗片及內臟; 前處理描述:去皮,去頭尾及骨刺,混合均勻打碎","龍尖,龍占,青嘴仔,青嘴/尖嘴仔(澎湖)",53.5,127.8757,127.8757,73.336,22.689,3.4361,1.2097,0.0,,0.0,86.697,,0.685,480.778,311.322,36.768,0.967,0.923
J0409601,魚貝類,網紋龍占魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","龍尖,龍占(臺東)",51.0,101.228,101.228,77.05,21.7,0.95,0.3777,0.0,,,89.5,,0.204,416.5,30.0,32.5,0.35,0.5
J0409701,魚貝類,平鯛,"樣品狀態:生(養殖),已去鱗片及內臟; 前處理描述:去頭尾及骨刺,混合均勻打碎","黃錫鯛,枋頭,邦頭/枋頭/白嘉鱲(澎湖)",51.2,158.3373,158.3373,69.64,21.027,7.6,1.9063,0.5007,0.0,0.0,31.65,0.0156,0.35,498.21,12.87,30.13,0.56,0.84
J0409801,魚貝類,阿部牙鯛,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","赤鯮,阿部赤鯮",68.4,123.7062,123.7062,75.112,18.861,4.786,1.9101,0.0051,,,64.505,,0.334,405.3335,12.0992,38.4927,0.1751,0.6928
J04099,魚貝類,真鯛平均值(去皮),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",61.7,110.0982,110.0982,75.5115,20.5763,2.4653,0.9273,0.1747,,,59.7487,,0.3539,426.7606,9.1447,31.3515,0.4626,0.5169
J0409901,魚貝類,真鯛(1月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",64.0,100.0216,100.0216,76.34,20.112,1.568,0.5688,0.7276,,,54.228,,0.1334,380.0497,11.148,31.635,0.5603,1.1753
J0409902,魚貝類,真鯛(3月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚",66.0,100.6184,100.6184,75.961,20.801,1.308,0.4603,0.7257,,,63.6329,,0.3452,405.9457,9.465,24.2727,0.4348,0.4221
